Día,"Nombre de la campaña",Edad,Sexo,Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-08-13,EU_Conversions_ProductView_Cappiello_001,25-34,unknown,6,8,0,2,0,25,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_Cappiello_001,18-24,unknown,8,8,0.01,0,,0,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_Cappiello_001,18-24,male,4086,4146,1.83,55,0.03327273,1.32657984,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,18-24,male,2727,2854,1.78,18,0.09888889,0.63069376,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,25-34,male,577,596,0.61,4,0.1525,0.67114094,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,18-24,female,574,589,0.46,1,0.46,0.16977929,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,25-34,female,61,64,0.07,1,0.07,1.5625,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,25-34,unknown,1,1,0,0,,0,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1796,1916,0.7,22,0.03181818,1.14822547,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_SS20Mix_002,25-34,female,388,394,0.19,8,0.02375,2.03045685,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,18,18,0,1,0,5.55555556,2020-08-13,2020-08-13
2020-08-13,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,0,9,0,1,0,11.11111111,2020-08-13,2020-08-13
2020-08-13,BE_Conversions_ProductView,18-24,unknown,1,1,0.01,0,,0,2020-08-13,2020-08-13
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,10260,10367,7.6,92,0.0826087,0.88743127,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,4,7,0.01,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,550,550,0.62,11,0.05636364,2,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2660,2701,2.16,21,0.10285714,0.77748982,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4344,4461,4.41,44,0.10022727,0.98632594,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,19,19,0.07,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,25-34,female,295,295,0.18,2,0.09,0.6779661,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,25-34,male,3336,3486,1.7,54,0.03148148,1.54905336,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,18-24,unknown,4,4,0,0,,0,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,18-24,male,2620,2717,1.93,17,0.11352941,0.6256901,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,25-34,male,597,611,0.59,7,0.08428571,1.14566285,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,18-24,female,549,568,0.41,5,0.082,0.88028169,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,25-34,unknown,2,2,0.01,0,,0,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,18-24,unknown,1,1,0,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,18-24,male,7816,7875,3.34,132,0.02530303,1.67619048,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1596,1632,0.75,24,0.03125,1.47058824,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,25-34,female,185,185,0.08,2,0.04,1.08108108,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,25-34,female,340,418,0.21,13,0.01615385,3.11004785,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,24,24,0.01,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,6,6,0.01,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,18-24,unknown,0,8,0,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,25-34,unknown,19,19,0,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,18-24,female,864,957,0.4,7,0.05714286,0.73145246,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,25-34,male,4520,4520,2.1,26,0.08076923,0.57522124,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Medusa_001,18-24,male,7656,7851,3.32,40,0.083,0.50948924,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,25-34,unknown,8,8,0,1,0,12.5,2020-08-12,2020-08-12
2020-08-12,BE_Conversions_ProductView,25-34,female,73,74,0.08,0,,0,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,18-24,female,960,989,0.49,16,0.030625,1.61779575,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,18-24,male,3564,3649,1.64,68,0.02411765,1.86352425,2020-08-12,2020-08-12
2020-08-12,EU_Conversions_ProductView_Cappiello_001,25-34,male,1668,1717,0.8,28,0.02857143,1.63075131,2020-08-12,2020-08-12
2020-08-11,EU_Conversions_ProductView_Cappiello_001,25-34,unknown,8,10,0,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,16,21,0,0,,0,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,18-24,male,3323,3462,2.03,20,0.1015,0.57770075,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,25-34,male,772,792,0.63,2,0.315,0.25252525,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,18-24,female,652,665,0.3,0,,0,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,25-34,female,58,58,0.03,0,,0,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,18-24,unknown,3,3,0,0,,0,2020-08-11,2020-08-11
2020-08-11,BE_Conversions_ProductView,25-34,unknown,1,1,0,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Cappiello_001,18-24,female,844,870,0.33,17,0.01941176,1.95402299,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Cappiello_001,25-34,female,166,169,0.09,4,0.0225,2.36686391,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,25-34,unknown,8,23,0.02,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Cappiello_001,25-34,male,1812,1870,0.89,48,0.01854167,2.56684492,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Cappiello_001,18-24,male,3724,3763,1.63,75,0.02173333,1.99309062,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,8,8,0.01,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,18-24,male,8732,8896,3.51,130,0.027,1.46133094,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,25-34,male,3844,3929,1.5,79,0.01898734,2.01068974,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1672,1754,0.67,36,0.01861111,2.05245154,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,18-24,unknown,15,15,0,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_SS20Mix_002,25-34,female,388,388,0.15,10,0.015,2.57731959,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,25-34,female,386,386,0.2,2,0.1,0.51813472,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,548,615,0.6,10,0.06,1.62601626,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,25-34,male,5788,5944,2.26,27,0.0837037,0.45423957,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Cappiello_001,18-24,unknown,2,5,0,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,11572,11684,7.71,145,0.05317241,1.24101335,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,18-24,male,9352,9579,3.14,47,0.06680851,0.49065664,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4536,4571,4.46,77,0.05792208,1.68453292,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,3032,3127,2.25,40,0.05625,1.27918132,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_Medusa_001,18-24,female,1004,1004,0.37,8,0.04625,0.79681275,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,12,15,0,0,,0,2020-08-11,2020-08-11
2020-08-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,16,17,0.01,0,,0,2020-08-11,2020-08-11
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4532,4532,4.15,61,0.06803279,1.34598411,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2796,2866,2.19,36,0.06083333,1.25610607,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,511,511,0.57,6,0.095,1.1741683,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,12,16,0.03,1,0.03,6.25,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,12,12,0.03,0,,0,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,25-34,unknown,28,33,0.01,0,,0,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,25-34,female,301,301,0.12,4,0.03,1.32890365,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,18-24,unknown,14,14,0,0,,0,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,25-34,unknown,6,9,0,0,,0,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,25-34,female,110,110,0.04,1,0.04,0.90909091,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,18-24,female,706,728,0.33,22,0.015,3.02197802,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,25-34,male,1448,1583,0.86,43,0.02,2.71636134,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,18-24,male,3568,3766,1.75,103,0.01699029,2.73499734,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,18-24,male,8970,9303,3.13,54,0.05796296,0.58045792,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,25-34,male,5631,5654,2.4,35,0.06857143,0.61903077,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Medusa_001,18-24,female,876,962,0.33,7,0.04714286,0.72765073,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_Cappiello_001,18-24,unknown,4,6,0.02,1,0.02,16.66666667,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,12,22,0,0,,0,2020-08-10,2020-08-10
2020-08-10,BE_Conversions_ProductView,25-34,unknown,4,4,0.01,0,,0,2020-08-10,2020-08-10
2020-08-10,BE_Conversions_ProductView,25-34,female,62,62,0.07,0,,0,2020-08-10,2020-08-10
2020-08-10,BE_Conversions_ProductView,18-24,female,649,658,0.32,1,0.32,0.15197568,2020-08-10,2020-08-10
2020-08-10,BE_Conversions_ProductView,25-34,male,957,978,0.73,10,0.073,1.02249489,2020-08-10,2020-08-10
2020-08-10,BE_Conversions_ProductView,18-24,male,3166,3261,1.87,11,0.17,0.33731984,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,11440,11612,8.05,93,0.08655914,0.80089563,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,25-34,female,266,266,0.07,6,0.01166667,2.2556391,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1158,1158,0.54,8,0.0675,0.69084629,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,25-34,male,3832,3832,1.82,85,0.02141176,2.21816284,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,18-24,male,7596,7922,3.57,137,0.02605839,1.72936127,2020-08-10,2020-08-10
2020-08-10,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,4,7,0,0,,0,2020-08-10,2020-08-10
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1306,1306,0.72,8,0.09,0.61255743,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,18,18,0,1,0,5.55555556,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,20,20,0.01,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,25-34,female,395,395,0.23,2,0.115,0.50632911,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,18-24,male,2583,2591,2.19,27,0.08111111,1.0420687,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,25-34,male,4540,4566,2.02,39,0.05179487,0.85413929,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,25-34,male,978,980,1.15,15,0.07666667,1.53061224,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,18-24,female,590,592,0.58,7,0.08285714,1.18243243,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,25-34,unknown,2,2,0.01,0,,0,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,18-24,unknown,1,1,0,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,9800,10115,6.76,65,0.104,0.64260999,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4623,4623,4.33,44,0.09840909,0.95176292,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,3155,3155,2.62,24,0.10916667,0.76069731,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,812,812,0.95,6,0.15833333,0.73891626,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,8,16,0,0,,0,2020-08-09,2020-08-09
2020-08-09,NorthEU_Conversions_ProductView_Kirrin_004,25-34,female,92,92,0.15,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Cappiello_001,18-24,male,187,188,0.1,5,0.02,2.65957447,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,18-24,male,2873,2964,1.85,14,0.13214286,0.47233468,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,25-34,female,204,217,0.15,1,0.15,0.46082949,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_SS20Mix_002,18-24,male,7948,8178,3.02,46,0.06565217,0.56248472,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Cappiello_001,25-34,unknown,2,2,0,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Cappiello_001,25-34,female,16,16,0.01,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,18-24,male,6764,6764,3.07,42,0.07309524,0.62093436,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,25-34,male,874,897,0.73,5,0.146,0.5574136,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,18-24,female,644,695,0.42,3,0.14,0.43165468,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,25-34,male,3804,3939,2.36,42,0.05619048,1.06626047,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,25-34,unknown,12,16,0.01,1,0.01,6.25,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Medusa_001,18-24,unknown,4,10,0.01,0,,0,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,18-24,unknown,1,1,0,0,,0,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,25-34,unknown,2,2,0,0,,0,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,25-34,female,71,73,0.03,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Cappiello_001,18-24,female,48,48,0.04,0,,0,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_Cappiello_001,25-34,male,115,115,0.04,0,,0,2020-08-09,2020-08-09
2020-08-09,BE_Conversions_ProductView,18-24,female,633,649,0.36,3,0.12,0.46224961,2020-08-09,2020-08-09
2020-08-09,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,4,16,0,0,,0,2020-08-09,2020-08-09
2020-08-08,EU_Conversions_ProductView_Medusa_001,18-24,unknown,11,11,0,0,,0,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_Medusa_001,25-34,unknown,24,24,0.02,0,,0,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_Medusa_001,25-34,female,347,347,0.2,2,0.1,0.57636888,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_Medusa_001,18-24,male,8260,8272,3.37,28,0.12035714,0.3384913,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_Medusa_001,18-24,female,1044,1090,0.44,4,0.11,0.36697248,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_Medusa_001,25-34,male,5019,5019,2.41,24,0.10041667,0.4781829,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,537,537,0.83,8,0.10375,1.48975791,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,11,11,0.01,0,,0,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,25-34,female,63,64,0.09,0,,0,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,18-24,female,2188,2344,1.2,19,0.06315789,0.8105802,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,25-34,female,672,684,0.24,7,0.03428571,1.02339181,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,15,15,0.02,0,,0,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,12,21,0.01,1,0.01,4.76190476,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,12,14,0,0,,0,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,25-34,female,156,161,0.21,0,,0,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,18-24,female,956,972,1,14,0.07142857,1.44032922,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,25-34,male,1276,1310,1.27,16,0.079375,1.22137405,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,18-24,male,4072,4109,3.52,40,0.088,0.97347286,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,25-34,unknown,10,10,0.03,0,,0,2020-08-08,2020-08-08
2020-08-08,NorthEU_Conversions_ProductView_Kirrin_004,18-24,unknown,7,7,0.01,0,,0,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,18-24,male,7933,7933,2.86,44,0.065,0.55464515,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,25-34,unknown,2,2,0,0,,0,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,18-24,unknown,1,1,0,0,,0,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,18-24,female,525,538,0.35,3,0.11666667,0.55762082,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,25-34,male,786,805,0.77,5,0.154,0.62111801,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2411,2411,1.9,15,0.12666667,0.62214849,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4332,4545,4.38,41,0.10682927,0.90209021,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,10468,10529,7.63,89,0.08573034,0.84528445,2020-08-08,2020-08-08
2020-08-08,EU_Conversions_ProductView_SS20Mix_002,25-34,male,4308,4422,1.87,31,0.06032258,0.70104025,2020-08-08,2020-08-08
2020-08-08,BE_Conversions_ProductView,18-24,male,2911,2985,1.81,18,0.10055556,0.60301508,2020-08-08,2020-08-08
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,18-24,male,8834,9031,2.84,46,0.06173913,0.50935666,2020-08-07,2020-08-07
2020-08-07,BE_Conversions_ProductView,25-34,male,758,781,0.65,11,0.05909091,1.4084507,2020-08-07,2020-08-07
2020-08-07,BE_Conversions_ProductView,18-24,male,2463,2578,1.9,18,0.10555556,0.69821567,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,18-24,unknown,8,10,0,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,25-34,unknown,12,21,0.01,0,,0,2020-08-07,2020-08-07
2020-08-07,BE_Conversions_ProductView,18-24,female,367,372,0.31,1,0.31,0.2688172,2020-08-07,2020-08-07
2020-08-07,BE_Conversions_ProductView,25-34,female,36,36,0.03,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,25-34,male,5033,5033,2.3,46,0.05,0.91396781,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,18-24,female,1712,1747,0.79,10,0.079,0.57240985,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,25-34,female,503,503,0.21,6,0.035,1.19284294,2020-08-07,2020-08-07
2020-08-07,BE_Conversions_ProductView,18-24,unknown,1,1,0,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,18-24,unknown,22,22,0.01,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_SS20Mix_002,25-34,unknown,16,19,0.02,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,18-24,female,844,850,0.29,7,0.04142857,0.82352941,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,25-34,female,240,305,0.09,1,0.09,0.32786885,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,25-34,male,5540,5710,2.57,31,0.08290323,0.54290718,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,18-24,male,4342,4343,3.6,31,0.11612903,0.71379231,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,11184,11184,7.94,89,0.08921348,0.79577969,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,4,7,0.02,1,0.02,14.28571429,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,10,10,0.01,0,,0,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,18-24,unknown,6,6,0.02,0,,0,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,25-34,unknown,12,12,0.02,0,,0,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,500,500,0.58,5,0.116,1,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,25-34,female,104,127,0.14,2,0.07,1.57480315,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,18-24,female,818,844,0.88,11,0.08,1.30331754,2020-08-07,2020-08-07
2020-08-07,NorthEU_Conversions_ProductView_Kirrin_004,25-34,male,1247,1271,1.35,15,0.09,1.18017309,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2275,2410,1.78,21,0.0847619,0.87136929,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,4611,4702,4.93,44,0.11204545,0.93577201,2020-08-07,2020-08-07
2020-08-07,EU_Conversions_ProductView_Medusa_001,18-24,male,8388,8629,3.49,43,0.08116279,0.49831962,2020-08-07,2020-08-07
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,25-34,female,130,143,0.17,1,0.17,0.6993007,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,18-24,male,7984,8215,3.19,42,0.07595238,0.51125989,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,18-24,unknown,16,16,0,0,,0,2020-08-06,2020-08-06
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,18-24,unknown,7,7,0.02,0,,0,2020-08-06,2020-08-06
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,25-34,unknown,2,2,0,0,,0,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,25-34,unknown,16,27,0.02,0,,0,2020-08-06,2020-08-06
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,18-24,female,860,860,0.88,12,0.07333333,1.39534884,2020-08-06,2020-08-06
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,25-34,male,1189,1189,1.47,15,0.098,1.26156434,2020-08-06,2020-08-06
2020-08-06,NorthEU_Conversions_ProductView_Kirrin_004,18-24,male,4244,4276,3.45,47,0.07340426,1.09915809,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,25-34,male,4951,4951,2.57,33,0.07787879,0.66653201,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,18-24,female,865,865,0.34,7,0.04857143,0.80924855,2020-08-06,2020-08-06
2020-08-06,EU_Conversions_ProductView_Medusa_001,25-34,female,301,301,0.2,5,0.04,1.66112957,2020-08-06,2020-08-06
