Día,"Nombre de la campaña",Edad,Sexo,Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-10-18,EU_Conversions_ViewContent,18-24,male,7336,7606,2.8,30,0.09333333,0.39442545,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ViewContent,25-34,male,3205,3205,1.13,16,0.070625,0.49921997,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ViewContent,25-34,female,2639,2639,1.98,20,0.099,0.75786283,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,4,4,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ViewContent,18-24,unknown,43,43,0.03,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ViewContent,25-34,unknown,30,30,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,7546,7546,6.27,87,0.07206897,1.1529287,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,18-24,female,1072,1132,0.8,3,0.26666667,0.26501767,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,25-34,male,4348,4663,3.05,47,0.06489362,1.00793481,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,25-34,male,422,428,0.99,5,0.198,1.1682243,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,18-24,female,278,280,0.68,4,0.17,1.42857143,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,25-34,female,42,42,0.15,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2192,2337,2.34,29,0.08068966,1.24090715,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,6,6,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,18-24,male,9644,9827,5.93,71,0.08352113,0.72249924,2020-10-18,2020-10-18
2020-10-18,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1647,1678,3.15,24,0.13125,1.43027414,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,25-34,female,316,338,0.19,5,0.038,1.47928994,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,18-24,unknown,20,26,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_Purchase_Mix_001,25-34,unknown,12,23,0.01,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,20,27,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,45,45,0.02,0,,0,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1444,1677,1.99,22,0.09045455,1.31186643,2020-10-18,2020-10-18
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,6,6,0.03,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,25-34,male,3002,3055,2.93,28,0.10464286,0.91653028,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,25-34,unknown,22,25,0.05,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,10,10,0.03,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,18-24,female,227,227,0.64,4,0.16,1.76211454,2020-10-17,2020-10-17
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,25-34,male,410,416,1.06,1,1.06,0.24038462,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,18-24,female,826,827,0.69,5,0.138,0.60459492,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,25-34,female,236,273,0.22,2,0.11,0.73260073,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,18-24,unknown,18,21,0.01,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_Purchase_Mix_001,18-24,male,6366,6414,5.16,52,0.09923077,0.81072654,2020-10-17,2020-10-17
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,25-34,female,36,36,0.1,2,0.05,5.55555556,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,25-34,unknown,28,30,0.02,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,8788,9026,8.97,103,0.08708738,1.1411478,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,25-34,male,1974,1974,0.87,5,0.174,0.25329281,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,18-24,male,4520,4750,1.68,24,0.07,0.50526316,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,18-24,female,7116,7245,5.76,74,0.07783784,1.02139406,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,25-34,female,1694,1694,1.52,14,0.10857143,0.82644628,2020-10-17,2020-10-17
2020-10-17,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1649,1669,3.17,14,0.22642857,0.83882564,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,20,25,0.07,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,32,39,0.05,0,,0,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1736,1839,2.38,14,0.17,0.76128331,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2055,2055,2.61,23,0.11347826,1.11922141,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,5703,5703,5.67,52,0.10903846,0.91180081,2020-10-17,2020-10-17
2020-10-17,EU_Conversions_ViewContent,18-24,unknown,42,42,0.05,0,,0,2020-10-17,2020-10-17
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,25-34,female,15,15,0.03,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,25-34,male,450,459,1.24,1,1.24,0.21786492,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,25-34,unknown,6,8,0.02,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,18-24,unknown,22,22,0.03,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,25-34,male,898,918,0.57,9,0.06333333,0.98039216,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,25-34,female,1166,1187,1.46,37,0.03945946,3.11710194,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,18-24,male,2714,2723,1.77,11,0.16090909,0.40396621,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ViewContent,18-24,female,5302,5302,6.05,92,0.06576087,1.73519427,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,18-24,male,5126,5126,5.96,39,0.15282051,0.76082716,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,25-34,male,2322,2326,2.78,18,0.15444444,0.77386071,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,6852,6992,7.36,75,0.09813333,1.07265446,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,18-24,female,669,669,0.81,10,0.081,1.49476831,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,25-34,female,198,198,0.38,3,0.12666667,1.51515152,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,18-24,unknown,38,38,0.06,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1514,1569,3.24,20,0.162,1.27469726,2020-10-16,2020-10-16
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,18-24,female,146,147,0.42,2,0.21,1.36054422,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_VC_Carousel_Mix,25-34,unknown,16,16,0.06,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,18-24,unknown,16,17,0.01,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,6942,6942,7.21,58,0.12431034,0.83549409,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2120,2256,2.95,30,0.09833333,1.32978723,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1540,1540,2.12,18,0.11777778,1.16883117,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,36,47,0.06,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,32,34,0.04,2,0.02,5.88235294,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,25-34,unknown,16,20,0.02,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,25-34,female,104,114,0.14,1,0.14,0.87719298,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,18-24,female,374,412,0.55,1,0.55,0.24271845,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,25-34,male,2122,2122,3.36,26,0.12923077,1.22525919,2020-10-16,2020-10-16
2020-10-16,EU_Conversions_Purchase_Mix_001,18-24,male,5002,5044,5.8,51,0.11372549,1.0111023,2020-10-16,2020-10-16
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,2,2,0,0,,0,2020-10-16,2020-10-16
2020-10-16,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,6,6,0.01,0,,0,2020-10-16,2020-10-16
2020-10-15,EU_Conversions_Purchase_Mix_001,25-34,male,2041,2101,2.83,23,0.12304348,1.0947168,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_Purchase_Mix_001,18-24,male,5686,5876,6.11,47,0.13,0.79986385,2020-10-15,2020-10-15
2020-10-15,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,1,1,0,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Foreign_Conversions_Kandinsky_001,25-34,female,7,7,0.01,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Foreign_Conversions_Kandinsky_001,18-24,male,143,143,0.32,3,0.10666667,2.0979021,2020-10-15,2020-10-15
2020-10-15,EU_Foreign_Conversions_Kandinsky_001,18-24,female,35,35,0.11,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Foreign_Conversions_Kandinsky_001,25-34,male,35,35,0.1,2,0.05,5.71428571,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_Purchase_Mix_001,18-24,female,470,501,0.64,2,0.32,0.3992016,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,25-34,unknown,6,7,0.01,1,0.01,14.28571429,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,18-24,unknown,22,26,0.03,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,25-34,male,1488,1533,1.32,13,0.10153846,0.84801044,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,18-24,female,2979,3046,3.92,60,0.06533333,1.96979645,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,18-24,male,5127,5127,3.95,45,0.08777778,0.87770626,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_Purchase_Mix_001,25-34,female,108,109,0.16,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_Purchase_Mix_001,18-24,unknown,29,29,0.01,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ViewContent,25-34,female,376,376,0.64,10,0.064,2.65957447,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_Purchase_Mix_001,25-34,unknown,14,14,0,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,6177,6261,6.8565265822785,54,0.12697271,0.86248203,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,7340,7340,8.1658632911392,76,0.10744557,1.03542234,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,25-34,unknown,10,12,0.02001978239367,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,42,42,0.059969620253165,0,,0,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1232,1232,1.4192810126582,20,0.07096405,1.62337662,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2257,2385,3.2183696202532,46,0.06996456,1.92872117,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,18,18,0.019989873417722,1,0.01998987,5.55555556,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,18-24,male,5144,5155,6.2161424332344,43,0.14456145,0.83414161,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,25-34,male,2054,2154,2.9529179030663,20,0.1476459,0.92850511,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,18-24,female,494,494,0.61060336300692,3,0.20353445,0.60728745,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,25-34,female,126,132,0.27026706231454,1,0.27026706,0.75757576,2020-10-15,2020-10-15
2020-10-15,EU_Conversions_VC_Carousel_Mix,18-24,unknown,26,34,0.050049455984174,0,,0,2020-10-15,2020-10-15
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,57,57,0.06,2,0.03,3.50877193,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,7452,7677,7.06,82,0.08609756,1.06812557,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,28,28,0.05,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,18-24,male,7720,8083,5.14,46,0.11173913,0.56909563,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,8200,8359,7.83,70,0.11185714,0.83742074,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,25-34,unknown,24,30,0.02,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,18-24,unknown,28,40,0.04,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,25-34,female,144,144,0.18,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,18-24,female,691,691,0.6,5,0.12,0.723589,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,25-34,unknown,16,24,0.04,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1308,1308,1.59,10,0.159,0.76452599,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,25-34,male,3008,3256,2.49,30,0.083,0.92137592,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,18-24,female,362,362,0.63,7,0.09,1.93370166,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,25-34,female,464,497,0.41,12,0.03416667,2.41448692,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2484,2620,3.14,27,0.1162963,1.03053435,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,18-24,unknown,20,22,0.02,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,25-34,male,2720,2779,2.36,21,0.11238095,0.75566751,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_Purchase_Mix_001,18-24,male,8721,8801,5.94,48,0.12375,0.54539257,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,25-34,unknown,17,17,0.06,1,0.06,5.88235294,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,18-24,unknown,24,24,0.04,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_ViewContent,18-24,female,1956,1992,1.77,22,0.08045455,1.10441767,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,25-34,female,110,121,0.17,0,,0,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,18-24,male,4762,4812,6.25,36,0.17361111,0.74812968,2020-10-14,2020-10-14
2020-10-14,EU_Conversions_VC_Carousel_Mix,25-34,male,2170,2191,2.81,15,0.18733333,0.6846189,2020-10-14,2020-10-14
2020-10-13,EU_Conversions_Purchase_Mix_001,25-34,female,162,162,0.16,3,0.05333333,1.85185185,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_Purchase_Mix_001,18-24,female,684,726,0.51,3,0.17,0.41322314,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_Purchase_Mix_001,18-24,unknown,38,38,0.02,0,,0,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_Purchase_Mix_001,25-34,unknown,8,22,0.01,0,,0,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_Purchase_Mix_001,18-24,male,12204,12204,6.6,102,0.06470588,0.83579154,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,18-24,unknown,44,49,0.01,1,0.01,2.04081633,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,32,35,0.08,1,0.08,2.85714286,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,18-24,male,10112,10769,5.53,65,0.08507692,0.60358436,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,25-34,male,4440,4761,2.75,39,0.07051282,0.81915564,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,18-24,female,3112,3282,1.33,14,0.095,0.42656917,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,25-34,female,788,837,0.37,9,0.04111111,1.07526882,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ViewContent,25-34,unknown,32,37,0.03,0,,0,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,18-24,male,4762,4797,5.85,43,0.13604651,0.89639358,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,25-34,male,2216,2237,2.84,19,0.14947368,0.84935181,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,18-24,female,586,586,1,3,0.33333333,0.51194539,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,25-34,female,147,147,0.28,1,0.28,0.68027211,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,25-34,unknown,20,20,0.02,0,,0,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_VC_Carousel_Mix,18-24,unknown,18,18,0.01,0,,0,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_Purchase_Mix_001,25-34,male,4040,4151,2.59,46,0.05630435,1.10816671,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,53,53,0.06,2,0.03,3.77358491,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,8755,8755,7.52,76,0.09894737,0.86807539,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,8192,8192,7.3,87,0.08390805,1.06201172,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2924,3000,3.42,33,0.10363636,1.1,2020-10-13,2020-10-13
2020-10-13,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1556,1602,1.88,22,0.08545455,1.3732834,2020-10-13,2020-10-13
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,32,37,0.02,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,18-24,male,15136,15857,6.21,97,0.06402062,0.61171722,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,7390,7390,6.56,71,0.09239437,0.96075778,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,10860,10860,9.31,98,0.095,0.90239411,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,40,65,0.06,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,18-24,male,5972,5972,5.06,46,0.11,0.77026122,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,25-34,unknown,16,39,0.02,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,18-24,unknown,32,57,0.01,1,0.01,1.75438596,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,25-34,female,264,277,0.11,3,0.03666667,1.08303249,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1416,1437,1.36,17,0.08,1.18302018,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,25-34,male,6048,6566,2.79,42,0.06642857,0.63965885,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_Purchase_Mix_001,18-24,female,1704,1713,0.84,11,0.07636364,0.64214828,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,18-24,unknown,20,20,0.02,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,25-34,female,1128,1291,0.44,4,0.11,0.30983734,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,18-24,male,13248,14215,5.27,84,0.0627381,0.59092508,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,25-34,male,7304,7484,2.92,44,0.06636364,0.5879209,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,18-24,female,4504,4605,1.53,29,0.05275862,0.62975027,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,25-34,unknown,24,24,0.04,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,3368,3379,3.15,45,0.07,1.33175496,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,18-24,unknown,16,51,0.03,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_ViewContent,25-34,unknown,24,44,0.04,0,,0,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,25-34,male,3132,3262,3.22,26,0.12384615,0.79705702,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,18-24,female,1151,1151,1.23,8,0.15375,0.69504778,2020-10-12,2020-10-12
2020-10-12,EU_Conversions_VC_Carousel_Mix,25-34,female,400,418,0.46,4,0.115,0.9569378,2020-10-12,2020-10-12
2020-10-11,EU_Conversions_VC_Carousel_Mix,25-34,unknown,14,23,0.02,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_VC_Carousel_Mix,18-24,unknown,36,38,0.02,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_VC_Carousel_Mix,25-34,female,328,338,0.42,2,0.21,0.59171598,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_VC_Carousel_Mix,25-34,male,2898,2971,2.98,18,0.16555556,0.60585661,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_VC_Carousel_Mix,18-24,male,6017,6017,5.61,34,0.165,0.56506565,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,25-34,unknown,20,40,0.04,1,0.04,2.5,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,18-24,unknown,36,55,0.02,1,0.02,1.81818182,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,18-24,male,12480,12632,5.55,75,0.074,0.59373021,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,25-34,male,6456,6553,2.9,51,0.05686275,0.77826949,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,18-24,female,2448,2513,1.26,13,0.09692308,0.51730999,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_VC_Carousel_Mix,18-24,female,988,1001,0.93,10,0.093,0.999001,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ViewContent,25-34,female,804,819,0.44,6,0.07333333,0.73260073,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,40,48,0.03,1,0.03,2.08333333,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,25-34,unknown,29,29,0,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,18-24,male,14037,14037,6.35,100,0.0635,0.71240294,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,25-34,male,5240,5589,3.11,48,0.06479167,0.85882984,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,18-24,female,844,916,0.46,7,0.06571429,0.76419214,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,25-34,female,226,226,0.09,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,72,96,0.1,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_Purchase_Mix_001,18-24,unknown,44,53,0.01,0,,0,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1392,1432,1.36,20,0.068,1.39664804,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,12208,12413,9.5,106,0.08962264,0.85394345,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,7890,7890,6,69,0.08695652,0.87452471,2020-10-11,2020-10-11
2020-10-11,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,3688,3863,3.33,42,0.07928571,1.0872379,2020-10-11,2020-10-11
2020-10-10,EU_Conversions_Purchase_Mix_001,25-34,unknown,24,37,0,0,,0,2020-10-10,2020-10-10
2020-10-10,EU_Conversions_ViewContent,25-34,unknown,28,46,0.03,1,0.03,2.17391304,2020-10-10,2020-10-10
