Día,"Nombre de la campaña",Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-05-13,EU_Conversions_ProductView_Hoodie,17639,18059,4.97,195,0.02548718,1.07979401,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,ES_Conversions_ProductView_2,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,Conversions,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ViewContent,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,MAD_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Dynamic,5258,5306,2.92,79,0.03696203,1.48888051,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EURU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_Test_Audience,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,Reach_Europe_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Hoodie_02,9478,9478,4.96,146,0.0339726,1.54040937,2020-05-13,2020-05-13
2020-05-13,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_CBO,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,ES_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"VOYAGE V1",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"PARIS JORGE V1",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,OD_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,ES_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,BE_Conversions_ProductView,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"EU_Reach_Upper Funnel_OD",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Foreign_Conversions_AddtoCart_Catalogue_002,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Voyage Reach",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,Test_Imagination,0,0,0,0,,,2020-05-13,2020-05-13
2020-05-13,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-05-13,2020-05-13
2020-05-12,EU_Conversions_ProductView_Hoodie_02,8592,8624,5,153,0.03267974,1.77411874,2020-05-12,2020-05-12
2020-05-12,ES_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EURU_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView,2483,2492,0.84,14,0.06,0.56179775,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Foreign_Conversions_AddtoCart_Catalogue_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,MAD_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,Conversions,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,OD_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,BE_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Hoodie,15476,15516,5.01,215,0.02330233,1.38566641,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"PARIS JORGE V1",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Dynamic,3117,3129,1.88,37,0.05081081,1.18248642,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_Test_Audience,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"EU_Reach_Upper Funnel_OD",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_CBO,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ViewContent,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,Test_Imagination,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,Reach_Europe_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"VOYAGE V1",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,"Voyage Reach",0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,EU_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,ES_Conversions_ProductView,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-12,ES_Conversions_ProductView_2,0,0,0,0,,,2020-05-12,2020-05-12
2020-05-11,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_Test_Audience,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,OD_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ViewContent,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_CBO,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,ES_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,MAD_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"PARIS JORGE V1",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Hoodie_02,7903,7903,4.94,164,0.03012195,2.07516133,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,ES_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,Reach_Europe_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EURU_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Voyage Reach",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,BE_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"EU_Reach_Upper Funnel_OD",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Hoodie,15192,15203,4.96,211,0.02350711,1.38788397,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"VOYAGE V1",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Dynamic,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,Conversions,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView,8368,8692,2.99,96,0.03114583,1.10446387,2020-05-11,2020-05-11
2020-05-11,Test_Imagination,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,ES_Conversions_ProductView_2,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-05-11,2020-05-11
2020-05-11,EU_Conversions_ProductView,0,0,0,0,,,2020-05-11,2020-05-11
2020-05-10,EU_Conversions_ProductView_Hoodie,19296,19613,5,250,0.02,1.27466476,2020-05-10,2020-05-10
2020-05-10,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-05-10,2020-05-10
2020-05-10,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-05-10,2020-05-10
